文本类别,文本内容
政治,原标题去年实际使用外资超万亿元同比增长149引资规模创新高结构优化成色足去年全年实际使用外资114936亿元首次超过万亿元同比增长1492021年尽管国际形势纷繁复杂我国利用外资磁力不减引资规模再创新高磁力不减利用外资规模稳在陕西西安三星半导体工厂二期第二阶段项目正式投入使用在天津三星多层陶瓷电容工厂最新产品实现量产顺应中国高质量发展新需要我们不断加大高技术产业投资推动在华产业结构转型升级2021年在各级政府帮助下我们克服疫情影响稳步推进天津西安等地半导体新能源汽车动力电池车用陶瓷电容等供应链高端产业的快速发展中国三星总裁黄得圭表示近5年三星在中国新增投资200多亿美元众多外资企业持续看好中国经济对在华发展信心坚定2021年我国利用外资不仅规模稳而且质量提升成色十足从行业看服务业实际使用外资90649亿元同比增长167高技术产业实际使用外资同比增长171其中高技术制造业增长107高技术服务业增长192从来源地看一带一路沿线国家和东盟实际投资同比分别增长294和29从区域分布看我国东部中部西部地区实际使用外资同比分别增长1462051422021年我国外资结构不断优化高技术制造业中电子工业专用设备制造通用仪器仪表制造引资同比分别增长2倍和649高技术服务业中电子商务服务科技成果转化服务引资同比分别增长22倍和25大项目数量较快增长合同外资5000万美元1亿美元以上大项目数量分别增长261255作为全球第二大经济体中国在保持制造大国地位的同时逐渐成长为消费大国创新大国新冠肺炎疫情发生以来我们对生产网络体系进行了调整在中国新建了8个事业基地冷链设备生产销售等更多业务板块转移至中国松下集团全球副总裁本间哲朗表示目前松下在中国拥有近9000名研发人员面向中国市场的产品更多依托中国团队开发多措并举经济发展基础牢从2021年9月立项核准正式批复到11月正式开工建设在当地政府的助力下项目正分标段分步骤有序进行上海乐高乐园度假区总经理陈洁说上海辐射长三角是魅力四射的国际型城市对乐高乐园未来的发展我们充满信心2021年上海实际使用外资2255亿美元同比增长115再创历史新高新增跨国公司地区总部60家累计达831家新增外资研发中心25家累计达506家利用外资稳中向好彰显我国经济高质量发展成效2021年我国国内生产总值同比增长81经济增速在全球主要经济体中名列前茅经济总量达1144万亿元占全球经济比重预计超18人均国内生产总值突破12万美元综合国力社会生产力人民生活水平进一步提升高质量发展基础更牢条件更优动力更足为外资企业在华投资经营提供了稳定社会环境商务部近期问卷调查显示3000多家重点外资企业中949的企业对未来经营前景总体持乐观态度利用外资稳中向好折射我国高水平对外开放成效2021年自贸试验区自由贸易港服务业扩大开放试点示范地区等开放平台投资自由化便利化举措持续出台成为吸引外资的高地商务部外国投资管理司司长陈春江介绍2021年21个自贸试验区吸收外资增长19海南自贸港引资实现翻番服务业扩大开放试点示范地区服务业引资占全国的334充分显示了高水平开放平台对外资的强大吸引力坚定信心稳住外资基本盘当前世界百年变局和世纪疫情交织影响世界进入动荡变革期不稳定性不确定性显著上升联合国最新发布的报告显示全球经济复苏面临巨大压力联合国贸发会议预计2022年全球跨国投资难以再实现快速增长此外在2021年高基数高增长的基础上今年我国利用外资工作面临较大挑战尽管面临挑战我国有经济发展和疫情防控保持全球领先地位的良好基础有产业配套齐全基础设施完善人力资源丰富等有利条件有超大规模市场对外资的强大吸引力外商在华投资总体预期良好陈春江表示各大外国商会报告显示中国仍是跨国公司主要投资目的地之一中国德国商会发布的20212022年度商业信心调查报告显示在华德企对中国市场增长充满信心71的企业计划继续增加在华投资德勤公司相关负责人表示中国坚定不移扩大开放持续优化营商环境为跨国企业扎根中国提供了广阔平台在外资准入上全面实行准入前国民待遇加负面清单管理模式且负面清单不断缩减在产业开放层面中国从初期的加工贸易重工业开放拓展到金融医疗电信等服务领域开放在营商环境上持续推动贸易投资自由化便利化更加重视知识产权保护更为重要的是中国市场的活跃度和稳定性在世界遥遥领先德勤对中国市场充满信心坚持稳中求进稳住外贸外资基本盘商务部有关负责人表示将在扩大高水平对外开放上持续发力落实好2021年版全国和自贸试验区外资准入负面清单确保汽车制造等领域开放举措落地见效吸引更多跨国公司投资实施好外商投资法及其实施条例落实好外资企业国民待遇营造更加优良的营商环境让中国始终成为外商投资的热土人民日报2022年02月11日01版
国际,近日印尼西爪哇购物中心里民众扮成西游记里的角色和财神爷庆祝中国春节
国际,原标题韩国运动员一个动作后高亭宇跳上冠军领奖台北京冬奥会速度滑冰男子500米决赛韩国选手车旼奎获得银牌在赛后颁奖仪式上车旼奎登台前有一个擦拭领奖台的动作而此后获得金牌的我国选手高亭宇则是再次一跃高高而起跳上领奖台番外颁奖现场高亭宇一跃跳上冠军领奖台现场升起五星红旗奏响国歌2月12日北京冬奥会速度滑冰男子500米项目颁奖仪式在北京颁奖广场进行中国选手高亭宇滑出34秒32的成绩打破奥运纪录夺冠这也是中国代表团在本届冬奥会上的第4枚金牌颁奖现场高亭宇一跃跳上冠军领奖台现场升起五星红旗奏响义勇军进行曲在北京冬奥会的开幕式上高亭宇担任中国体育代表团旗手
国际,原标题中央军委主席习近平签署命令发布军队装备试验鉴定规定中央军委主席习近平签署命令发布军队装备试验鉴定规定来源视频综合新华社北京2月12日电中央军委主席习近平日前签署命令发布军队装备试验鉴定规定自2022年2月10日起施行规定坚持以习近平新时代中国特色社会主义思想为指导深入贯彻习近平强军思想深入贯彻新时代军事战略方针着眼有效履行新时代军队使命任务全面聚焦备战打仗深刻把握装备试验鉴定工作的特点规律科学规范新形势新体制下装备试验鉴定工作的基本任务基本内容和基本管理制度是军队装备试验鉴定工作的基本法规规定共11章56条按照面向部队面向实战的原则规范了新体制新编制下军队装备试验鉴定工作的管理机制着眼装备实战化考核要求调整试验鉴定工作流程在装备全寿命周期构建了性能试验状态鉴定作战试验列装定型在役考核的工作链路立足装备信息化智能化发展趋势改进试验鉴定工作模式完善了紧贴实战策略灵活敏捷高效的工作制度
国际,原标题科索沃驱逐联合国特派团1名俄籍成员俄罗斯挑衅观察者网讯2021年12月31日科索沃再次以国家安全为由下令驱逐一名联合国科索沃特派团的俄罗斯成员俄罗斯回应称科索沃的决定是又一次反俄和反联合国的挑衅用于讨好西方的教师爷俄罗斯塔斯社报道截图当天科索沃外交部长多尼卡格瓦拉施瓦茨DonikaGervallaSchwarz在社交媒体上公布了这一消息她表示应科索沃总理阿尔宾库尔蒂AlbinKurti的要求发布决定将科索沃特派团的一名俄罗斯官员列为不受欢迎的人因其从事有害活动侵犯科索沃国家安全施瓦茨强调她已经通知执法部门执行决定但她没有说出这名俄罗斯外交官的名字也没有说明这个人因做了什么事而被驱逐施瓦茨强调科索沃将继续与其国际盟友特别是与美国欧洲和北约更密切地合作以挫败俄罗斯在我们地区的任何破坏稳定的努力科索沃加入北约欧盟和联合国的决心和道路是不可逆转的联合国科索沃特派团全称为联合国科索沃临时行政当局特派团UNMIK成立于1999年曾负责为科索沃提供临时管理2008年科索沃宣布从塞尔维亚独立后特派团的任务重点开始放在促进科索沃的安全稳定及对人权的尊重方面科索沃特派团介绍图自联合国官网对此据俄罗斯卫星通讯社1日报道俄罗斯驻塞尔维亚大使馆回应称科索沃的声明是挑衅俄罗斯大使馆称12月31日所谓的科索沃当局公开宣布联合国科索沃临时行政当局特派团UNMIK一名雇员为不受欢迎的人科索沃称他是一名俄罗斯联邦公民涉嫌从事与外交身份相悖的活动回应中称科索沃的决定是又一次反俄和反联合国的挑衅用于讨好西方的教师爷依据国际法和科索沃问题解决方案的核心联合国安理会第1244号决议没有任何的法律效应俄罗斯外交官指出他们期待科索沃阿尔巴尼亚人的闹剧将遭到科索沃特派团的严厉而明确的谴责并敦促联合国临时行政当局全力确保其俄罗斯雇员的安全据俄罗斯塔斯社1月2日报道联合国秘书长发言人迪雅里克StephaneDujarric回应称联合国科索沃特派团没有收到正式通知迪雅里克表示科索沃特派团和联合国总部正在采取适当措施确保有关工作人员的安全并就此事与有关当局进行沟通他指出我们已经知道科索沃宣布联合国科索沃特派团的一名工作人员为不受欢迎的人但特派团没有收到科索沃关于这一宣布的正式文件他说不受欢迎的人的理论不适用于联合国人员科索沃特派团第200047号条例关于驻科部队和科索沃特派团及其人员在科索沃的地位特权和豁免也没有考虑到这一点迪雅里克补充说任何有关科索沃特派团人员的问题都应向特派团领导提出以便科索沃特派团能够根据人员地位特权和豁免权来处理这个问题今年10月科索沃以破坏稳定为理由驱逐了两名俄罗斯外交官10月22日科索沃总统奥斯马尼宣布她已指示科索沃外交部宣布俄罗斯驻科索沃联络处的两名外交官为不受欢迎的人理由是他们涉嫌进行可能危害所谓国家安全和宪法秩序的有害活动俄罗斯回应称这一命令是非法的而科索沃政府也是非法的2008年科索沃单方面宣布独立虽然得到了美国及其一些盟友的承认但塞尔维亚俄罗斯等约90个国家并未承认
国际,原标题桥水基金创始人达里奥如今中国正处日益强大阶段而美国面临进一步恶化风险文观察者网熊超然近期全球最大对冲基金桥水基金BridgewaterAssociates的创始人雷达里奥RayDalio出版了其新书应对变化中的世界秩序的原则在书中这位有着美国对冲基金教父之称的亿万富翁审视了历史趋势以诊断有关国家的健康状况并判断未来可能的发展轨迹据日媒日经亚洲NikkeiAsia2022年1月1日报道达里奥日前在接受该媒体采访时表示纵观历史他发现中国通过不断改善政府资产负债表保持国内稳定以及提高教育和生产力从而使自身成为了一个正在崛起的大国而相比之下美国正面临金融问题内部冲突和外部挑战若缺乏两党在政治上的合作和广泛的教育投资国家将有进一步恶化的风险达里奥认为中美之间的这场竞争较量各自的内部秩序将会是决定胜负成败的关键所在日经亚洲采访报道截图我把这些判断传递下去是因为我希望人们能以史为鉴把现在发生的事情放到历史背景中来看待对于自己的这本新书和其中观点达里奥如此介绍达里奥告诉日经亚洲美国正处于他所说周期中第五阶段的后期在这一阶段美国正遭遇金融问题出现了高度混乱的内部冲突还面临着外部挑战虽然美国尚未进入第六阶段内战但在财政政治和社会各方面都存在风险他表示在当今这个以美元为全球主要储备货币的世界里当实际利率非常低或是为负时大量印钞和通货膨胀会对债务持有人和美元购买力造成伤害导致美元面临风险同时从历史来看流行病干旱和洪水等情况引发的问题和造成的死伤人数对于政治的影响也比战争更大而达里奥所观察到的中国情况则和美国不同他表示中国的收入超过支出国内秩序井然有序教育生产力贸易等所有方面都在迅速改善同时也没有多少内部冲突的情况出现中国不像美国那样正面临着爆发内战和民主遭受到挑战等风险达里奥分析道资料图桥水基金创始人达里奥图自社交媒体随后日经亚洲提出这样一个问题如果中国是一个正在崛起的帝国而美国是一个正在衰落的帝国那么哪些是决定性因素达里奥透露他研究了中国自唐朝起的所有朝代也就是约公元600年以后这些内容提供了许多例证说明了一个王朝的兴衰和一个帝国的兴衰是一样的他又表示中国和中国人非常善于以史为鉴中国领导人会从整体大局和未来领导人的角度看待问题自新中国成立以来历届中国领导人都处于不同的历史阶段如今的中国则处于日益强大的阶段我很幸运因为我去往中国已经有34年了和那里的高层决策者建立了关系了解他们的想法我曾听到有人说过美国是一个自下而上的个人主义国家而中国则像是一个大家庭的延伸领导层则如同严父慈母一般行事正因了解中国达里奥也谈到了中国近期国内的一些重要事件他认为中国政府在金融领域加大监管力度是为了避免一些科技企业和企业家变得傲慢而共同富裕也绝不是要倒退回过去的政策是中国社会发展到这一阶段后必须要走的一条路资料图达里奥上世纪80年代来到中国图自社交媒体达里奥最后指出美国若想要复苏并与中国竞争国内政党必须团结起来两党需要合作此外美国还需要加大教育投资以造就优秀人才同时建立公平教育让穷人的孩子和富人的孩子获得平等的机会但在美国这主要是州政府的事而不是联邦政府的事这是一个问题你会发现即使是在州内问题也会被下放至城镇富人在富裕社区有很好的公立学校而穷人没有钱花这是一个结构性问题对于中美两国关系达里奥则强调许多美国人和中国人已经交织在一起将他们分开几乎对所有人来说都是可怕的事情这种共同连结不仅有利于中美两国人所产生的相互理解和相互影响也会促进全球的和平与进步
国际,原标题冬奥会开幕式上护旗手落泪打动无数网友观察者网讯昨日2月4日2000万众期待的北京冬奥会开幕式在国家体育场鸟巢隆重举行而升国旗的一幕是不少观众眼中整个开幕式的高光时刻外媒同样和国人一同见证了这一幕在路透社发布的一组照片中摄影记者施耐德拍到鸟巢体育场内一位中国军人眼泪滑落脸庞的照片清澈的爱只为中国图片在网络上热转后无数人都被这一幕打动了2月4日北京冬奥会在鸟巢盛大开幕引发了全世界的关注国旗从各行各业的手中传递到军人手里伴随着国歌在旗杆上冉冉升起的瞬间是不少人心中整个开幕式最振奋人心的时刻路透社除了相关报道外还在图片栏目专门发了一波照片其中有一张照片就抓拍自这升旗的一幕图片中一名军人仰头望着飘扬的国旗眼角一滴泪水滑落他在无人注视的角落里用一滴热泪表达了所有的骄傲和爱意来源钱江视频这张照片引发了多家媒体的关注和转发也让更多人见到了这最美的一滴泪一时间这滴泪引发了无数的感慨和感动延伸阅读冬奥开幕14年过去我们不再向世界解释我是谁冬奥会火炬被放入由90个参赛国家地区名字组成的大雪花缓缓升空2022年北京冬奥会开幕式进入尾声观众们在经历了我爱猜歌名和全球羽绒服大赏等环节后心满意足地为开幕式打出了五星好评柔和轻松又不失温暖和欣喜在大年初四的立春之日全国观众终于感受到了欣慰和满足北京成为全球首个举办夏冬两季奥运会的城市经历过2008年的人们难免将今年的开幕式和那一次作对比14年过去变化的不仅仅是季节还有很多2月4日晚第二十四届冬季奥林匹克运动会开幕式在北京国家体育场举行图为倒计时表演图中新社记者崔楠摄不再解释我是谁2008年北京夏季奥运会开幕式给人留下的印象很多整场开幕式就像是一幅徐徐拉开的画卷文字四大发明戏曲绘画音乐丝绸之路太极拳既有郎朗现场的钢琴演奏也有刘欢和莎拉布莱曼的倾情献唱导演张艺谋可谓煞费苦心将这些带有浓厚东方哲学的符号历史通过线性的方式表达整场开幕式看下来大部分观众都能看到中国向世界阐述的那三个字的核心我是谁虽然在2001年中国便加入了WTO但事实上到2008年北京奥运会举办前期还有不少人对中国的印象停留在贫穷落后上潜意识中长期对中国持有偏见2008年的奥运会开幕式几乎是以奥运会开幕式前无古人后无来者的方式向全世界介绍了中国人们热情幸福好客国家富足祥和安定那场开幕式演出做到了令人们心灵震撼北京申办2008年奥运会时曾说过一句话给中国一个机会还世界一个奇迹而那届奥运会中国做到了14年之后冬奥会再次由北京举办导演依然是张艺谋而这一次可以看出他在表达上轻松了不少当然可以说是14年的时间积累让张艺谋在处理上更娴熟更自如但这背后更多来自中国自身的发展和在世界中扮演角色的变化可以说张艺谋是中国的一个缩影在这届冬奥会开幕式演出中没有一个明星甚至没有歌唱家舞蹈家等职业演员整台演出所有的演员都是大中小学生和普通市民他们有着自己的学业和工作依然完美地完成了演出开幕式前的表演图中新社记者崔楠摄本届北京冬奥会各国运动员代表入场顺序与2008年北京奥运会的排序方式相同除希腊和中国外各国是按名称的简化汉字笔画顺序进行排列与奥运会历史上历届开幕式入场顺序以举办国文字首字母排序相比中国的这种设计让不少观众感到了国家的繁荣和文化的自信不再使用人海战术而是采用大面积高科技手段和人工智能技术这同样是我们通过冬奥会向世界传递的另一个信息在制造业产业升级科技高速发展的当下中国已经不再是那个充斥着劳动密集型产业的国家最后的点燃火炬环节举重若轻按照张艺谋自己接受媒体采访时的表达这样的设计是为了倡导低碳环保的理念氢燃料火炬没有引燃的过程就实现了火焰的无缝连接这是在去年东京奥运会首次采用氢燃料火炬都没有实现的效果14年过去了我们再也不需要向世界解释我是谁了开幕式上的冰雪五环环节图中新社记者崔楠摄一条清晰的主线整场北京冬奥会开幕式并没有以往张艺谋作品中高饱和度及高对比度的色彩造成的视觉冲击这是与冬奥会的季节特点相关整场开幕式的时间也被控制得恰到好处除去升旗致辞运动员入场点燃圣火等环节外整场演出主线极其清晰呈现出诗人李白的那句燕山雪花大如席充满了浪漫夸张与无穷的想象力世界上没有两片一样的雪花但在一起便组成了冬天这就如同参加冬奥会的各个国家地区一样虽然有着不同的语言外貌和文明彼此不同却又美美与共组成一个共同的家园一朵雪花的故事贯穿了整场开幕式从倒计时短片参赛国家地区名称引导牌演员服装致辞的背景和平鸽的表演再到主火炬的点燃都由一朵雪花作为核心视觉形象组成主火炬图中新社记者崔楠摄从视觉设计上来看冰雪的特征和气质艺术化的表达营造出来的浪漫唯美温馨的基调伴随着可视化的高科技呈现令人印象深刻整场开幕式中表演者的舞台是一块巨型光影地屏营造出超大冰面的视效每一秒地屏画面都在根据节目的调整而变化或空灵或浪漫呈现独特美学2008年北京奥运会时导演组便想使用这种方式但当时的技术尚不成熟如今不仅实现了还运用了实时捕捉裸眼3D等多种演艺设备和技术其中不少为全球首创节目中的黄河水凝结成冰再由冰碎裂成为奥运五环这其中包含了不少中国的传统哲学和看待世界的态度打破隔阂化解矛盾走近彼此最终互相理解这不仅是奥运会的功能同样也是中国近年来在世界舞台上一直保持着的样貌19首属于全人类的世界名曲与歌唱祖国串接而成的入场式背景音乐同样表达了中国对于世界各国文化艺术的热爱与尊重开幕式焰火表演时长总计仅约3分钟环保弹药只有1800发用量仅为2008年北京奥运会的10焰火药剂无毒微烟大大减少了烟花燃放时对环境的影响与点燃主体火炬相同最大化地保障了环保理念的实施世界大同天下一家成为了北京冬奥会开幕式的核心主题简洁清新精彩内核不复杂传递不生硬这令不少观众感慨这是今年春节期间打开电视最值得的一次
体育,网易体育2月11日报道北京时间2月11日晚2022北京冬奥会男子钢架雪车在延庆国家雪车雪橇中心开始最后两轮的争夺中国选手闫文港和殷正表现出色闫文港获得第三拿到一枚宝贵的铜牌殷正排名第五德国选手格罗特赫尔和容克分别拿到金牌和银牌
体育,网易体育2月12日报道武大靖是中国短道速滑名将除了在短道速滑上表现非常抢眼他的搞笑细胞也是非常发达在赛后的发布会上武大靖没忍住咳嗽了一声他慌忙解释我咳嗽是因为刚才短道速滑太刺激了不是因为那个新冠武大靖赛后采访咳嗽后慌忙解释不是那个新冠来源网易体育
体育,中国滑雪选手谷爱凌从冬奥会开始前就备受瞩目在为中国获得第三枚金牌之后人气就更加高涨然而近日有细心的网友发现谷爱凌的个人信息疑遭恶意泄露从门牌号码到护照都被曝光严重侵犯到了她的个人隐私不少网友都对此感到非常愤怒纷纷表示这种的必须严查这是犯罪吧好心疼谷爱凌什么人啊这么做太恶心了
体育,殷正获得钢架雪车比赛第5名图新华社新京报讯记者王继松2月11日男子钢架雪车项目比赛结束争夺首次参加冬奥会的中国运动员殷正获得第5名虽然遗憾未能站上领奖台但第5名对于首次参加冬奥会的殷正来说已经足够出色值得注意的是殷正在北京冬奥会钢架雪车第1轮创造了4秒60的赛道出发纪录最后一轮中他再次展现强大的出发速度以4秒58刷新了一天前创下的出发纪录殷正在采访时表示速度是他最大的优势高考时他凭借短跑特长考入北京体育大学在此之前他获得2014年山西省田径锦标赛男子100米第3名200米第6名的成绩2015年更是夺得该赛事男子100米冠军2015年钢架雪车国家集训队成立后还在北京体育大学读书的殷正经过教练组多项测试顺利入选集训队短跑运动员的爆发力好推橇出发能力强成了殷正最大的优势这让他的出发达到世界级水平不过殷正也面临着体重不足的劣势如果体重轻的话为了保持平稳橇就得更重一些如果撬重的话必然就会影响出发速度当时殷正的体重是75公斤他树立了一个目标增重到78公斤据殷正介绍当时为了增加体重他每天会吃很多肉有时甚至还要加餐但效果始终不理想最后他开始每天吃猪油拌饭即使这样效果也不理想殷正表示这是体质问题无论怎么吃都很难吃胖只能尽量保持体重不要流失太多
体育,中国短道速滑选手林孝埈在北京时间2月11日晚发了第一条微博然而眼尖的网友却发现他取消了原本对刘氏兄弟刘少林和刘少昂的关注目前关注列表里只剩下了武大靖和任子威对于林孝埈取关刘氏兄弟一事网友都表示林孝埈发文他说大家好我是林孝埈我来了谢谢大家一直在微博上的鼓励和支持我都有看到冬奥会是一场全球体育盛事通过体育的交流让人类更加团结让我们一起为中国队加油祝福短道速滑队在接下来的比赛中取得好成绩林孝埈于1996年出身在韩国2018年他在平昌冬奥会上斩获男子1500米金牌和男子500米铜牌2021年林孝埈加入中国国籍
体育,网易体育2月11日报道据南都记者透露汕头市潮南区委区政府向在亚洲杯决赛中为中国女足打入绝杀球的潮汕女孩肖裕仪颁发奖金30万元奖金已由其家人代为领取在2022女足亚洲杯决赛中肖裕仪替补出场并在伤停补时阶段为中国女足打进绝杀帮助中国女足32夺得冠军时隔16年再度登顶亚洲本届亚洲杯肖裕仪帮助中国女足打进2球其中最后这粒绝杀价值千金肖裕仪的母亲翁文贤在接受采访时说决赛前女儿给她发了微信说一定拿一块金牌回来在中国女足夺得冠军归来后各界的奖励纷至沓来10日河南省体育局洛阳市政府共同奖励中国女子足球队队长洛阳籍球员王珊珊100万元此前已经有两家企业宣布奖励女足千万元现金中国足协将奖励女足的奖金也将超1000万目前据已公布的各方奖金数额总共加起来已经接近4000万元
体育,网易体育2月11日报道今天韩国水原三星俱乐部官方宣布队长金敏宇转会中超升班马成都蓉城金敏宇31岁司职中场此前曾在J联赛闯荡2017年加盟水原三星在尚州尚武服役后回归水原金敏宇曾入选过韩国国家队是水原的队长他代表水原出战96场打进17球并送出11次助攻2022赛季开始前金敏宇收到了徐正源执教的成都蓉城的合同他非常想要接受新的挑战水原三星俱乐部官方表示未来会全力支持这位极具奉献精神的队长
体育,中国短道速滑小将李文龙在北京冬奥会男子1000米项目上获得了银牌这让他进入到了大众的视野粉丝都亲切的称他为国民小儿子有粉丝发现了李文龙的反差萌名场面曾经拉架武大靖和孙龙与韩国选手黄大宪发生冲突在2021年的冰雪世界杯北京站赛后中国选手武大靖和孙龙险些与韩国选手黄大宪等人发生冲突就在矛盾将要激化的时候李万龙连忙上前一首一个将武大靖和孙龙拉了回来然而黄大宪看起来还是非常的不服想要再次上前和中国选手理论这是的李文龙又充当起了和平大使抬手示意黄大宪不要再多说了并且转头安抚武大靖避免了冲突
体育,直播吧2月12日讯在昨日的全明星选人期间主持人厄尼问杜兰特KD你能告诉我们你现在的感觉吗距离复出打球还多远呢杜兰特冷淡地回答不能No事后有网友在推特上批评了杜兰特不够礼貌这位网友写道昨晚对厄尼如此无礼杜兰特永远都是个碧池TMD的蠢货杜兰特则是回复这位网友说有笑到一点点史蒂夫盖伦
体育,朱定文在比赛中北京冬奥会开赛前中国香港短道速滑选手朱定文因为一口大碴子味东北话刷屏社交网络11日晚的短道速滑500米赛场朱定文走上了冬奥会的冰面很遗憾和武大靖同组的他止步预赛比赛结束之后朱定文也在社交网络发布视频感谢了网友给他的鼓励虽然在比赛中没有拿出最好的表现但仍觉得特别幸福能跟武大靖等世界顶级选手站在同一个起跑线上能够在自己祖国举办的冬奥会参赛非常高兴作为此次冬奥会中国香港队唯一一位冰上项目运动员朱定文曾在接受新华社采访时表示冬奥会之旅是找差距和学习的平台自己在各方面和世界顶级的选手相比还是有一些差距包括心态体能爆发力等期待在这个舞台拿出最好的表现对成绩没有具体目标只是希望展现最好的状态朱定文和武大靖同组比赛虽然是个香港青年但朱定文说话却带着一股东北味他也开玩笑说长期在内地训练的缘故东北话已是队里的官方语言我们教练是东北人队伍此前也长期在长春等地训练加上和当地运动员教练员都有交流所以说话有了这种大碴子味儿朱定文的短道速滑人生也曾遭遇过挫折在备战2018年平昌冬奥会的过程中朱定文脚踝受伤在受伤的日子里是他的教练前中国短道速滑名将孙丹丹的帮助让他走出了阴影并很快回到了冰场孙指导在代表中国队参加长野冬奥会前也受过类似的伤病但她后来不仅登上了奥运舞台还拿到了一块银牌有了她的鼓励和支持我不再感觉悲伤并一直抱有参加奥运会的希望朱定文说年轻开朗的朱定文而回想在疫情下的这两年朱定文也在接受新华社采访时感慨中国香港短道速滑队的诸多不易疫情暴发后香港的冰场也是开了又关大约有一年的时间没有上冰训练再加上没有比赛我们没能及时了解对手的确在冬奥会之前朱定文还只能在香港一家大型商城内的冰球场训练但他仍希望他的励志故事能带动冰雪运动更好地在香港发展中国香港队不容易获得冬奥资格包含每个人的付出我希望借着冬奥会的氛围香港可以多多推广冰雪运动比如开开兴趣班能让市民更好地参与冰雪运动朱定文是中国香港代表团的旗手而对于在4日晚的冬奥开幕式担任中国香港代表团的旗手朱定文也说短短的几十米承载的是香港每一个曾经在冰上的汗水和泪水这代表了新时代开启全球的冰雪时代展现了香港青年阳光率真和奋进
体育,网易体育2月12日报道北京冬奥会的赛程已经进行了一大半没有比赛的运动员将踏上回国的路途有外国运动员录制了离开冬奥村的视频充满了不舍第一批运动员离开冬奥村拍视频充满不舍来源网易体育
体育,2月12日曼彻斯特消息英国部分媒体会抓着一丝线索就炒作C罗离队但事实上C罗不会离开曼联今晚曼联将在主场对阵南安普顿取胜的话将重新回到积分榜第四周五的赛前新闻发布会媒体记者又诱使临时主教练朗尼克说了很多朗尼克承认34岁的前锋卡瓦尼合同即将到期曼联需要补充一名年轻的前锋虽然朗尼克没有列出候选人但人们都很清楚以他在莱比锡的经历朗尼克肯定会鼓动管理层买下哈兰德挪威前锋哈兰德今夏解约条款触发多特蒙德还可能提高6300万英镑的价格显而易见哈兰德如果加盟曼联肯定会坐稳中锋主力位置C罗要么替补要么挤压边路拉什福德桑乔的位置近期不少媒体开始炒作37岁的C罗可能离队但是C罗并非正面回应这种传闻而是做了两个举动一是安排他11岁的儿子公开亮相迷你罗将加入曼联梯队身穿7号球衣二是昨天在INS开了直播半裸桑拿场景令人浮想联翩C罗全程没说话这也是一种无声的抗议C罗本赛季为曼联出场25次进球14个助攻3次欧冠小组赛两次力挽狂澜其实这数据并不差上轮联赛曼联11战平倒数第一的伯恩利终场哨响的时候C罗又是一个人冲向了球员通道这种行为加深了球迷的猜测但C罗不会离开曼联从曼联管理层的角度C罗的回归让曼联在商业赞助收入比赛日收入球衣销售收入均获得了增长未来的12年内C罗的剩余价值依然会成为曼联商业成功的助力C罗本人也很清楚除了曼联其他欧洲豪门未必能再接受一位37岁的老将回归皇马不可能PSG已经有了梅西尤文图斯更回不去了曼城去年夏天就停止了谈判现在讨论C罗退役后的选择为时过早C罗踢到40岁毫无问题如果在曼联无法获得一个合适的职位C罗还可以继续去中东淘金临时主教练朗尼克兼职顾问他会建议曼联选择新帅滕哈特荷兰人更欣赏哈兰德滕哈特哈兰德组合会对C罗的出场时间构成最大威胁而波切蒂诺显然与曼联走得更近如果波切蒂诺入主老特拉福德他会建议曼联买下热刺前锋凯恩如果凯恩到来C罗踢回左边锋位置对他未尝不是一件好事
